id,latcoord,longcoord
A01,52.36696416666667,13.503761388888888
A02,52.36710444444444,13.504346944444444
A03,52.367287222222224,13.505096388888889
A04,52.36745583333333,13.50565861111111
A05,52.367582222222225,13.506244166666667
A06,52.36770861111111,13.50680611111111
A07,52.367849166666666,13.507415277777778
A08,52.36798972222222,13.508000833333334
A09,52.36813,13.50858611111111
A10,52.36828472222222,13.50921861111111
A11,52.36843916666667,13.509804166666667
A12,52.36857972222222,13.510413055555556
B01,52.36650361111111,13.50438861111111
B01A,52.366365555555554,13.504475
B02,52.36618138888889,13.504599722222222
B03,52.36580166666667,13.504849166666666
B03A,52.36565777777778,13.504916111111111
B04,52.3654275,13.505040833333334
B05,52.365065,13.505261666666666
B05A,52.364921111111116,13.505338333333333
B06,52.36469666666667,13.505482222222222
B07,52.364334166666666,13.5057125
B07A,52.364201944444446,13.505808333333333
B07B,52.36414444444445,13.505856388888889
B08,52.36390277777778,13.506019444444444
B09,52.36320638888889,13.506412777777777
B09A,52.36309138888889,13.506499166666666
B10,52.36285527777778,13.506662222222221
B11,52.36248138888889,13.5068925
B11A,52.362343333333335,13.506959722222222
B12,52.362141944444446,13.507074722222223
B13,52.3617275,13.507305
B13A,52.36161805555556,13.507372222222223
B14,52.36137638888889,13.507525555555555
B15,52.36092194444445,13.507784722222222
B15A,52.36087583333333,13.507823055555555
B15B,52.360818333333334,13.507842222222223
B16,52.36058805555556,13.507976388888888
C01,52.36004138888889,13.508110833333333
C02,52.360196944444446,13.508715277777778
C03,52.36042694444445,13.509732222222222
C04,52.360616944444445,13.510499722222223
C05A,52.36074361111111,13.511065555555556
C05,52.360772222222224,13.511190277777779
C06,52.36091611111111,13.511804444444444
C07A,52.361019722222224,13.512264722222222
C07,52.36106,13.512399166666667
C08,52.36119222222222,13.513003611111111
C09A,52.36129583333334,13.51346388888889
C09,52.361330555555554,13.5136175
C10,52.36146277777778,13.514202777777777
C11A,52.36157222222222,13.514663055555555
C11,52.36160666666667,13.514816666666666
C12,52.36176777777778,13.515488333333334
C13,52.36200361111111,13.516524166666667
C14A,52.36212444444445,13.517071111111113
C14,52.362164722222225,13.517215
C15,52.36232583333334,13.517925
D01,52.366770555555554,13.498991944444443
D02,52.36629388888889,13.499306666666666
D03A,52.366078055555555,13.499456666666665
D03,52.36592527777778,13.499591666666666
D04,52.36537694444445,13.499891388888887
D05B,52.365206111111114,13.500041111111111
D05A,52.36513416666667,13.500071111111112
D05,52.365008333333336,13.50014611111111
D06,52.364648611111114,13.500401111111112
D07A,52.36443277777778,13.500535833333334
D07,52.36428888888889,13.500640833333334
D08,52.36392027777778,13.500910555555556
D09A,52.36369555555556,13.501045555555555
D09,52.36356055555556,13.501150555555556
D10,52.36320111111111,13.501420277777777
D11A,52.36294916666667,13.501585277777778
D11,52.36282333333333,13.50166
D12,52.362158055555554,13.501975
D13B,52.361897222222225,13.502154722222222
D13A,52.36183444444445,13.502214722222222
D13,52.36172638888889,13.502289722222223
D14,52.361375833333334,13.502514444444444
D15A,52.361133055555555,13.502679444444444
D15,52.36100722222223,13.502769444444445
D16,52.36062944444445,13.503039166666667
D17A,52.36042277777778,13.503174166666666
D17,52.36028777777778,13.503264166666666
D18,52.35991027777778,13.50351888888889
D19A,52.3597125,13.503668888888889
D19,52.359586666666665,13.503743611111112
D20,52.359101111111116,13.504088611111111
D21A,52.35890333333334,13.504223333333334
D21,52.3587325,13.504328333333333
D22,52.35823777777778,13.504613055555556
E01,52.36542388888889,13.494885833333333
E02,52.364844444444444,13.49523722222222
E03,52.364510833333334,13.495442222222222
E04,52.36393138888889,13.495764166666666
E05,52.3635625,13.495998333333333
E06,52.363123611111114,13.496261944444443
E07,52.362772222222226,13.49649611111111
E08,52.36224555555556,13.496818333333332
E09,52.361894166666666,13.497023055555555
E10,52.36135,13.497374444444443
E11,52.360910833333335,13.497638055555555
E12,52.360524444444444,13.497930833333333
E13,52.36003277777778,13.49822361111111
E14,52.35966416666667,13.498457777777777
E15,52.359225,13.498750555555555
E16,52.35887388888889,13.499013888888888
E17,52.35834694444445,13.499365277777777
E18,52.357908055555555,13.499658055555555
E19,52.35743388888889,13.499950833333333
19,52.381837777777775,13.513965277777778
20,52.38212527777778,13.514013333333333
21,52.38238444444445,13.514049166666666
22,52.38306055555556,13.514205
23,52.38326194444444,13.514276944444445
24,52.383556666666664,13.51434888888889
25,52.384009999999996,13.514432777777778
26,52.384283333333336,13.514492777777777
27,52.38448472222222,13.514528888888888
30,52.38628277777778,13.518498055555556
31,52.38645555555556,13.519205555555557
33,52.386872777777775,13.5209325
34,52.3870525,13.521640000000001
35,52.38722527777778,13.522323611111112
36,52.38744805555555,13.52319888888889
40,52.387455277777775,13.524925833333334
41,52.388153055555556,13.524386111111111
50,52.38723944444445,13.517263055555556
51,52.38738333333333,13.517826666666668
52,52.387476944444444,13.51812638888889
53,52.387527222222225,13.518402222222223
54,52.387750277777776,13.519349444444446
55,52.38793722222222,13.520236944444445
56,52.38795888888889,13.520356944444446
57,52.38809555555555,13.521040277777779
58,52.388124166666664,13.521172222222223
59,52.38825361111111,13.521867777777778
60,52.38840472222222,13.522599444444445
61,52.3889875,13.522095555555556
62,52.38934694444444,13.52196388888889
63,52.389742777777776,13.52182
64,52.39015277777778,13.521676111111113
